85000274898,85,0,274898,33.10969924926758,78.29669952392578,51.01890182495117,243.39999389648438,-81.6500015258789,241.11000061035156,1516,13221036556288,0.38850000500679016,33,80,52,796785
85011058088,85,0,11058088,26.42799949645996,92.82849884033203,26.23390007019043,356.7699890136719,8.1899995803833,535.9199829101562,27,235466997760,0.1096000000834465,27,95,26,884600
85004164298,85,0,4164298,97.38819885253906,41.21689987182617,16.661699295043945,345.6000061035156,312.3599853515625,348.3500061035156,94,819773964288,0.1679999977350235,99,42,17,1997574
85009600038,85,0,9600038,196.3842010498047,17.907100677490234,99.72640228271484,-127.38999938964844,594.8499755859375,-287.32000732421875,35,305235001344,0.12039999663829803,201,18,102,2727655
85012439148,85,0,12439148,182.0261993408203,22.487499237060547,91.56099700927734,-54.63999938964844,546.9299926757812,92.6500015258789,21,183141007360,0.12809999287128448,186,23,93,2987060
85005057778,85,0,5057778,137.73890686035156,123.93920135498047,113.36270141601562,95.75,-153.6999969482422,-14.579999923706055,76,662796042240,0.1623000055551529,141,126,116,3221627
85002322638,85,0,2322638,237.87339782714844,122.59490203857422,53.56560134887695,-9.289999961853027,584.6199951171875,-135.77999877929688,177,1543616987136,0.21459999680519104,243,125,54,3710868
85001710978,85,0,1710978,189.43150329589844,121.54440307617188,21.915800094604492,15.8100004196167,527.7100219726562,263.8500061035156,245,2136645042176,0.21439999341964722,193,124,22,3927611
85012438618,85,0,12438618,143.48179626464844,66.86650085449219,4.516200065612793,-141.13999938964844,52.93000030517578,-111.81999969482422,21,183141007360,0.11890000104904175,146,68,4,4152636
85009601318,85,0,9601318,177.8751983642578,241.3603057861328,61.4213981628418,-443.739990234375,-235.1699981689453,-51.869998931884766,35,305235001344,0.1316000074148178,182,247,62,5239535
85008156948,85,0,8156948,227.32369995117188,221.65719604492188,111.51519775390625,459.489990234375,-148.1199951171875,294.4599914550781,44,383723995136,0.13279999792575836,232,226,114,5698208
85000419188,85,0,419188,111.37129974365234,233.90159606933594,89.46279907226562,-515.8699951171875,-266.6000061035156,121.91000366210938,1019,8886699425792,0.3246000111103058,114,239,91,8276302
85000518248,85,0,518248,46.10919952392578,233.72250366210938,167.32179260253906,163.61000061035156,266.1499938964844,-686.3900146484375,829,7229709221888,0.3319999873638153,47,239,171,8891913
85010697688,85,0,10697688,238.90049743652344,192.69810485839844,138.7696075439453,-265.2300109863281,73.69999694824219,94.26000213623047,29,252908994560,0.11379999667406082,244,197,142,11050699
85011101138,85,0,11101138,166.85719299316406,240.82960510253906,243.78329467773438,330.5400085449219,-300.95001220703125,-316.3999938964844,27,235466997760,0.12039999663829803,170,246,249,11651525
85005980488,85,0,5980488,199.66200256347656,95.09410095214844,128.35989379882812,253.25,-6.699999809265137,-51.83000183105469,63,549422989312,0.14419999718666077,204,97,131,13234154
85011929388,85,0,11929388,211.6497039794922,74.3218994140625,132.06790161132812,-21.389999389648438,135.0399932861328,-425.6099853515625,23,200582987776,0.11829999834299088,216,76,135,13251593
85000991898,85,0,991898,140.2718048095703,26.383699417114258,130.0334930419922,278.0799865722656,371.2300109863281,-376.3399963378906,432,3767471964160,0.27799999713897705,143,27,133,13701251
